iter	Accuracy	Logloss
865	0.8664812035	0.3319882678
866	0.8664959228	0.3319603203
867	0.8664812035	0.3319318886
868	0.8665400807	0.3318859153
869	0.8666063175	0.331833787
870	0.8666504754	0.3317951245
871	0.8666651947	0.3317706262
872	0.8666872737	0.3317249161
873	0.8666357561	0.3316852188
874	0.8666651947	0.3316547872
875	0.8666357561	0.3315976749
876	0.8666283965	0.3315412591
877	0.8666651947	0.3315073456
878	0.8666725544	0.3314613721
879	0.8666651947	0.3314311694
880	0.8666872737	0.3313962082
881	0.8667167123	0.3313717199
882	0.8667461509	0.3313365036
883	0.8667608702	0.3313109185
884	0.8667829492	0.3312817643
885	0.8667829492	0.3312226458
886	0.866849186	0.3311622764
887	0.8668786246	0.3311260661
888	0.8668933439	0.3310845856
889	0.8669080632	0.3310592741
890	0.8669301422	0.3310160026
891	0.8669301422	0.3309950181
892	0.8669154229	0.3309553897
893	0.8669595808	0.3309174959
894	0.8669890194	0.3308832289
895	0.8669816597	0.3308583906
896	0.8670037387	0.3308063615
897	0.8670552563	0.3307513384
898	0.8670920545	0.3307190103
899	0.8670846949	0.3306749107
900	0.8670773352	0.3306525646
901	0.8670994142	0.3306258241
902	0.8671141335	0.3305967686
903	0.8671362124	0.3305620021
904	0.867165651	0.3305320881
905	0.8672392475	0.3304807177
906	0.8672760458	0.3304447846
907	0.8672907651	0.3303757636
908	0.8672981248	0.3303510711
909	0.8672834055	0.330284725
910	0.8673422827	0.3302403393
911	0.867334923	0.3302029141
912	0.8673643616	0.3301500813
913	0.8673643616	0.3301183495
914	0.8673496423	0.3300835418
915	0.8674085195	0.3300361252
916	0.8674379581	0.330010287
917	0.8674673967	0.3299800075
918	0.8674747564	0.3299637344
919	0.8674747564	0.3299216652
920	0.8674968353	0.329895702
921	0.8675630722	0.329864696
922	0.8675925108	0.3298086519
923	0.8675630722	0.3297686875
924	0.8676219494	0.3297150576
925	0.867651388	0.3296827051
926	0.8676587477	0.3296373345
927	0.8677029056	0.3296060149
928	0.8677176249	0.3295626138
929	0.8677470635	0.3295007065
930	0.8677617828	0.3294616
931	0.8677765021	0.3294110746
932	0.8678280197	0.3293712531
933	0.8678353793	0.3293518804
934	0.8678648179	0.3293250364
935	0.8678942565	0.3292885043
936	0.8678942565	0.3292542037
937	0.8679310548	0.3291969607
938	0.8679604934	0.3291648355
939	0.8679825723	0.3291332143
940	0.8679457741	0.3290965899
941	0.8679604934	0.3290792202
942	0.8679825723	0.3290194178
943	0.8679825723	0.3289810162
944	0.867989932	0.3289295696
945	0.8680046513	0.3288889687
946	0.868012011	0.3288545975
947	0.8679972916	0.3288193465
948	0.8680267303	0.328780129
949	0.8680267303	0.3287432144
950	0.868012011	0.3286847908
951	0.8680561689	0.3286413631
952	0.8680929671	0.3286141204
953	0.8681076864	0.3285445307
954	0.8681444847	0.3285094056
955	0.868137125	0.3284653145
956	0.8681003268	0.3284266714
957	0.8681224057	0.3283749974
958	0.868137125	0.3283543631
959	0.8681444847	0.3283042153
960	0.8682107215	0.3282576806
961	0.8682254408	0.3282269766
962	0.8682548794	0.3282022935
963	0.8682916777	0.3281642342
964	0.868306397	0.3281348919
965	0.8683358356	0.3281007697
966	0.8683726339	0.3280621818
967	0.8684020725	0.328028757
968	0.86845359	0.3279732756
969	0.8684462304	0.327947581
970	0.8684830286	0.3279048299
971	0.8684683093	0.3278597161
972	0.8684903883	0.3278344464
973	0.8684977479	0.3277956906
974	0.8685345462	0.3277622703
975	0.8685639848	0.3277145295
976	0.8686081427	0.3276675688
977	0.8685860638	0.3276277803
978	0.8686007831	0.3275963733
979	0.8686081427	0.3275664818
980	0.8686375813	0.3275300484
981	0.8686081427	0.3274823037
982	0.8685787041	0.3274457635
983	0.868622862	0.3274171521
984	0.868622862	0.3273698459
985	0.868644941	0.3273396931
986	0.8686964585	0.3273072262
987	0.8686964585	0.3272666597
988	0.8687111778	0.3272353871
989	0.8687774147	0.3271904579
990	0.8688289323	0.3271552137
991	0.8688362919	0.3271221893
992	0.8688657305	0.3270854971
993	0.8688215726	0.3270433417
994	0.8688289323	0.3270251688
995	0.8688436516	0.3269930054
996	0.8688510112	0.3269636832
997	0.8688657305	0.3269238926
998	0.8688583709	0.3269064449
999	0.8688657305	0.3268752731
1000	0.8688510112	0.326839711
1001	0.8688583709	0.3268128863
1002	0.8688583709	0.3267893955
1003	0.8688657305	0.3267644294
1004	0.8688878095	0.326732418
1005	0.8689098884	0.3266877671
1006	0.8689098884	0.3266750813
1007	0.8689098884	0.3266167198
1008	0.8689098884	0.3265880177
1009	0.8689172481	0.3265445268
1010	0.868939327	0.3265024745
1011	0.868961406	0.3264796499
1012	0.8689687656	0.3264297455
1013	0.8689540463	0.3263788582
1014	0.8689834849	0.3263564225
1015	0.8689834849	0.3263410946
1016	0.8689761253	0.3263205436
1017	0.8689982042	0.3262971784
1018	0.8689834849	0.3262712706
1019	0.8690497218	0.326237363
1020	0.869108599	0.3261810897
1021	0.8691380376	0.3261391326
1022	0.8691233183	0.326109413
1023	0.8691233183	0.3260502921
1024	0.8691233183	0.3260080534
1025	0.8691748359	0.3259842236
1026	0.8691821955	0.3259660973
1027	0.8692337131	0.3259410316
1028	0.8692337131	0.3259022068
1029	0.8692189938	0.325881935
1030	0.8692484324	0.3258540136
1031	0.8692631517	0.3258132941
1032	0.8693073096	0.3257845028
1033	0.8693367482	0.3257593903
1034	0.8693588272	0.3257325548
1035	0.8694177044	0.3256895151
1036	0.8694397833	0.3256469422
1037	0.8694692219	0.3255862103
1038	0.8694765816	0.3255553262
1039	0.8695280991	0.3255143287
1040	0.8694839412	0.3254853169
1041	0.8695207395	0.3254450029
1042	0.8695207395	0.3254019662
1043	0.8695280991	0.3253666001
1044	0.8695428185	0.3253085168
1045	0.8695280991	0.3252589196
1046	0.8695722571	0.3251997657
1047	0.8696016957	0.3251607736
1048	0.869594336	0.3251139719
1049	0.869616415	0.3250836469
1050	0.8696311343	0.3250248771
1051	0.8696384939	0.3249818945
1052	0.8697120904	0.3249600775
1053	0.8697047308	0.3249389015
1054	0.8696973711	0.3248809002
1055	0.8697120904	0.3248438702
1056	0.8697120904	0.3247812369
1057	0.8697488887	0.324751639
1058	0.8698224852	0.3246713656
1059	0.8698887221	0.3246336412
1060	0.8698740028	0.3246003966
1061	0.8699181607	0.3245612879
1062	0.8699843975	0.3245195968
1063	0.8700211958	0.3244759465
1064	0.8700506344	0.32442411
1065	0.8700727134	0.3243739431
1066	0.8701095116	0.3243278176
1067	0.8701168713	0.3242909981
1068	0.870080073	0.3242466319
1069	0.8701463099	0.3242097706
1070	0.8701315906	0.3241759563
1071	0.8701389502	0.3241141892
1072	0.8701463099	0.3240878326
1073	0.8701978274	0.3240454807
1074	0.8702051871	0.3240167019
1075	0.8702199064	0.3239876425
1076	0.8702125467	0.3239245911
1077	0.8702346257	0.3238918802
1078	0.8702640643	0.3238672811
1079	0.8702787836	0.3238121371
1080	0.8703008626	0.3237622406
1081	0.8703008626	0.323727025
1082	0.8702861432	0.3236874112
1083	0.8702567046	0.3236368805
1084	0.8702640643	0.3236130372
1085	0.8702787836	0.3235705032
1086	0.8703303012	0.3235238612
1087	0.8703450205	0.3234942547
1088	0.8703818187	0.3234718667
1089	0.8703891784	0.3234445956
1090	0.8704259766	0.3233967284
1091	0.8704701345	0.3233630943
1092	0.8704774942	0.3233287382
1093	0.8704554152	0.3232919273
1094	0.8704627749	0.3232662303
1095	0.8704848538	0.3232263717
1096	0.8704848538	0.3231933716
1097	0.8705069328	0.323167755
1098	0.8705142924	0.3231511858
1099	0.8705805293	0.3231241695
1100	0.8705805293	0.3230943087
1101	0.8706246872	0.3230551996
1102	0.8706688451	0.3230292465
1103	0.8706688451	0.3229984389
1104	0.8706835644	0.322951567
1105	0.870713003	0.3229122865
1106	0.8706909241	0.3228773303
1107	0.8706835644	0.3228426637
1108	0.8706835644	0.3228053077
1109	0.8707203627	0.3227657121
1110	0.8707056434	0.3227424741
1111	0.8707571609	0.3226951011
1112	0.8707571609	0.3226694929
1113	0.8707792399	0.3226280255
1114	0.8707939592	0.3226023434
1115	0.8707939592	0.3225720047
1116	0.8708601961	0.3225268125
1117	0.8708896347	0.3224771493
1118	0.8709190733	0.3224502007
1119	0.8709117136	0.3224094602
1120	0.8709337926	0.3223737
1121	0.8709779505	0.3223381235
1122	0.8710000294	0.3223153601
1123	0.8710000294	0.3222871275
1124	0.8710000294	0.3222491327
1125	0.8709926698	0.3222241142
1126	0.871029468	0.322188512
1127	0.8710662663	0.3221636787
1128	0.8710441873	0.3221244576
1129	0.871073626	0.3220560904
1130	0.8710957049	0.3220300326
1131	0.8711177839	0.3219753466
1132	0.8711177839	0.3219540793
1133	0.8711766611	0.3219120546
1134	0.871220819	0.3218576176
1135	0.8712355383	0.3218209771
1136	0.8712281786	0.3217798026
1137	0.8712944155	0.3217446886
1138	0.8712649769	0.3217099472
1139	0.8712944155	0.321657546
1140	0.8712944155	0.3216246474
1141	0.8713312138	0.321596167
1142	0.8713606524	0.3215717071
1143	0.8713753717	0.321550206
1144	0.8713753717	0.3215129949
1145	0.8713606524	0.3214827148
1146	0.8714195296	0.3214430856
1147	0.8714121699	0.3214162542
1148	0.8714121699	0.321376201
1149	0.8714048103	0.3213549295
1150	0.871390091	0.3213071725
1151	0.8713974506	0.3212758645
1152	0.8713974506	0.3212461483
1153	0.8714416085	0.3212216503
1154	0.8714857664	0.3211579785
1155	0.8714710471	0.3211057198
1156	0.8714636875	0.3210736127
1157	0.8714416085	0.3210352876
1158	0.8714784068	0.321014477
1159	0.8714857664	0.3209910729
1160	0.8714931261	0.3209609736
1161	0.8714784068	0.320917958
1162	0.8715299243	0.3208743355
1163	0.871537284	0.3208509666
1164	0.8715446436	0.3208019512
1165	0.8715593629	0.3207811756
1166	0.871537284	0.3207338227
1167	0.871537284	0.320694903
1168	0.8716108805	0.3206606684
1169	0.8716403191	0.32063378
1170	0.8716255998	0.3205816284
1171	0.8716255998	0.3205448834
1172	0.8716550384	0.3204967248
1173	0.8717212753	0.3204584225
1174	0.8717507139	0.3204225734
1175	0.8717580735	0.320411428
1176	0.8717359946	0.3203746936
1177	0.8717507139	0.3203502272
1178	0.8717433542	0.3202994231
1179	0.8718022314	0.3202704682
1180	0.8718390297	0.3202281943
1181	0.871853749	0.3201952656
1182	0.8718169507	0.3201536567
1183	0.8718316701	0.3201179939
1184	0.8718611087	0.3200911034
1185	0.8719199859	0.3200474336
1186	0.8719052666	0.3200144752
1187	0.8719052666	0.3199803305
1188	0.8719494245	0.3199498588
1189	0.8719715034	0.3199127744
1190	0.872000942	0.3198659789
1191	0.8720377403	0.3198075257
1192	0.8720598192	0.3197755016
1193	0.8720524596	0.3197475651
1194	0.8720671789	0.319697009
1195	0.8720745385	0.3196732095
1196	0.8720524596	0.3196258927
1197	0.8720818982	0.3195883082
1198	0.8721039772	0.3195490355
1199	0.8721407754	0.3195165864
1200	0.8721996526	0.3194794394
1201	0.8721996526	0.3194475931
1202	0.8722511702	0.3194191529
1203	0.8722438105	0.3193880119
1204	0.8722732491	0.3193413388
1205	0.8722658895	0.3192960245
1206	0.8722879684	0.3192672168
1207	0.8723026877	0.3192471716
1208	0.8723321264	0.3192180274
1209	0.8723689246	0.3191891088
1210	0.872339486	0.3191659729
1211	0.8723247667	0.3191308075
1212	0.8723468457	0.3190975714
1213	0.8723910036	0.3190673128
1214	0.8724204422	0.3190422937
1215	0.8724204422	0.3190223679
1216	0.8724793194	0.3190003312
1217	0.8724646001	0.3189682854
1218	0.8725013983	0.3189317754
1219	0.8725161176	0.3189070775
1220	0.8725676352	0.3188679392
1221	0.8725970738	0.3188464273
1222	0.8726191528	0.3188203078
1223	0.8726044335	0.318808024
1224	0.8726338721	0.318778177
1225	0.8726485914	0.3187532102
1226	0.8726338721	0.3186923619
1227	0.8726706703	0.3186610373
1228	0.8726927493	0.3186338767
1229	0.87267803	0.3185911934
1230	0.8727737054	0.3185514955
1231	0.8727516265	0.3185086858
1232	0.8728325826	0.318468785
1233	0.872825223	0.3184390737
1234	0.8728325826	0.318420885
1235	0.8728178633	0.3183605817
1236	0.8728325826	0.3183158882
1237	0.8728399423	0.3182929578
1238	0.8728914599	0.3182707373
1239	0.8728914599	0.3182524705
1240	0.8728841002	0.3182209842
1241	0.872847302	0.3181938387
1242	0.8728399423	0.3181744753
1243	0.872847302	0.3181431636
1244	0.8728841002	0.3181129193
1245	0.8728767406	0.3180908707
1246	0.8729208985	0.3180603583
1247	0.872972416	0.3180187572
1248	0.8729576967	0.3179782672
1249	0.8729429774	0.3179438334
1250	0.8729503371	0.3179098664
1251	0.8729429774	0.3178623951
1252	0.8729871353	0.3178252727
1253	0.8729797757	0.3177833941
1254	0.8730018546	0.3177189653
1255	0.8730018546	0.3176942073
1256	0.8730239336	0.317663229
1257	0.8730460125	0.3176561526
1258	0.8730828108	0.3176253328
1259	0.8730680915	0.3175675947
1260	0.8731122494	0.3175303324
1261	0.8731343284	0.3175069389
1262	0.873163767	0.3174716038
1263	0.8731711266	0.3174448546
1264	0.8732226442	0.3174095339
1265	0.8732668021	0.3173692886
1266	0.8732594424	0.3173340534
1267	0.8732668021	0.317311511
1268	0.8732594424	0.317286306
1269	0.8732815214	0.3172687698
1270	0.87331096	0.3172439455
1271	0.8733256793	0.3172252333
1272	0.8733330389	0.3171945048
1273	0.8733183196	0.3171729283
1274	0.8733477583	0.3171491822
1275	0.8733624776	0.3171206417
1276	0.8733551179	0.317094574
1277	0.8733403986	0.3170717791
1278	0.8733698372	0.3170375309
1279	0.8733551179	0.3170016887
1280	0.8733698372	0.3169689472
1281	0.8733698372	0.3169401244
1282	0.8734213548	0.3169151368
1283	0.8734139951	0.3168943546
1284	0.8734507934	0.3168627399
1285	0.8734728723	0.3168306141
1286	0.8734875916	0.3168179667
1287	0.8734949513	0.3167814993
1288	0.8735170302	0.3167460531
1289	0.8735317495	0.3167075912
1290	0.8735317495	0.3166563055
1291	0.8735685478	0.3166241131
1292	0.873627425	0.316589385
1293	0.8736200654	0.316555847
1294	0.8736127057	0.3165144197
1295	0.8736421443	0.3164848409
1296	0.8737525391	0.3164405687
1297	0.8737231005	0.3164216751
1298	0.8737378198	0.3164070725
1299	0.8737819777	0.3163711455
